,event,time,Factory,Provider,T0,Cs,As,Sp
2350,True,13.5,1.0,0.0,21.052,2.661,0.681,1.098
2351,True,50.61,1.0,1.0,16.807,2.95,1.681,1.177
2352,True,31.07,2.0,0.0,26.636,1.588,0.467,1.015
2353,True,42.92,0.0,1.0,17.197,-1.443,1.769,0.838
2354,False,68.49000000000001,1.0,0.0,22.209,3.603,0.359,1.217
2355,True,56.18000000000001,1.0,0.0,14.193,4.951,-0.083,0.66
2356,False,73.55000000000001,1.0,0.0,26.973,-0.42,1.083,0.478
2357,False,27.06,2.0,1.0,25.374,-3.522,0.814,1.198
2358,True,5.45,1.0,0.0,15.685,7.748,-0.806,0.8
2359,True,60.4,2.0,1.0,21.477,-6.809,-1.882,0.466
2360,True,21.240000000000002,1.0,1.0,19.981,4.186,1.886,0.972
2361,True,57.699999999999996,2.0,1.0,23.325,-5.612,1.97,0.427
2362,True,100.82000000000001,0.0,1.0,9.032,-3.993,0.99,1.164
2363,True,71.24,2.0,0.0,30.293,-6.936,-0.312,0.758
2364,True,47.599999999999994,2.0,1.0,19.426,-0.725,-0.199,1.372
2365,True,15.25,0.0,0.0,18.897,-2.922,-0.733,0.839
2366,False,25.369999999999997,0.0,0.0,10.875,-4.91,-0.419,0.454
2367,True,40.06,1.0,1.0,18.792,-1.305,1.425,0.96
2368,True,41.47,1.0,0.0,21.809,-0.961,0.464,1.176
2369,True,23.02,2.0,1.0,20.709,-2.781,1.229,1.022
2370,True,163.46,0.0,1.0,12.526,-2.933,-1.796,0.945
2371,True,171.89,0.0,1.0,18.178,-4.447,-1.294,1.374
2372,True,62.01,2.0,0.0,23.747,-6.033,-0.783,0.289
2373,False,32.370000000000005,0.0,0.0,9.555,-3.14,0.601,0.699
2374,True,95.49,1.0,0.0,20.54,-0.132,-1.183,0.527
2375,True,51.120000000000005,0.0,0.0,9.439,-6.946,1.009,0.883
2376,False,28.14,1.0,1.0,21.273,1.298,1.428,0.972
2377,True,16.41,1.0,0.0,29.122,6.568,0.012,0.215
2378,True,69.32000000000001,0.0,0.0,14.72,-3.418,-0.714,0.864
2379,True,82.92,2.0,1.0,25.891,-4.288,-1.463,1.105
2380,True,108.27,1.0,1.0,14.605,2.513,-1.854,0.669
2381,True,10.52,0.0,0.0,16.748,-4.833,0.429,0.55
2382,True,97.42000000000002,2.0,1.0,21.938,-5.425,0.623,1.358
2383,True,63.52,0.0,1.0,9.568,-7.539,1.469,1.3
2384,True,6.109999999999999,2.0,0.0,21.967,-4.791,-0.849,0.909
2385,True,45.75,2.0,1.0,15.092,-6.249,-1.953,1.274
2386,True,22.68,0.0,1.0,21.78,-3.018,1.408,1.05
2387,False,54.349999999999994,0.0,0.0,15.384,-4.504,0.952,0.87
2388,True,101.55,0.0,1.0,9.064,-2.627,-1.702,0.897
2389,True,4.26,2.0,1.0,22.649,-1.956,-1.974,1.326
2390,False,16.91,0.0,1.0,8.415,-2.985,-1.848,1.097
2391,False,54.42,0.0,1.0,16.047,-4.848,-1.775,1.39
2392,True,93.02,1.0,1.0,21.115,2.817,-1.02,1.093
2393,True,96.89999999999999,2.0,1.0,20.445,-4.818,-1.775,1.392
2394,True,41.900000000000006,1.0,1.0,19.859,1.452,0.63,1.211
2395,True,160.2,2.0,0.0,23.069,-3.06,0.643,1.052
2396,True,15.440000000000001,1.0,0.0,19.845,5.096,-0.797,0.985
2397,True,54.160000000000004,2.0,0.0,23.82,-4.12,0.658,0.503
2398,True,37.09,1.0,0.0,25.501,0.753,0.023,1.136
2399,True,69.75,0.0,0.0,14.647,-3.105,-1.077,0.446
2400,False,10.03,2.0,1.0,19.972,-1.622,-0.36,1.36
2401,False,12.3,0.0,0.0,15.54,-0.728,0.211,0.523
2402,True,40.129999999999995,0.0,1.0,13.292,-3.961,1.802,1.278
2403,True,91.49,0.0,0.0,16.554,-3.721,-0.913,0.784
2404,True,27.599999999999998,1.0,1.0,11.632,1.773,1.414,1.032
2405,False,43.39,2.0,1.0,28.69,-8.071,-0.781,1.221
2406,True,0.7000000000000001,1.0,0.0,15.832,6.832,-1.75,0.162
2407,True,45.629999999999995,1.0,0.0,18.617,0.582,0.619,0.867
2408,True,65.24,0.0,1.0,19.455,-3.287,-1.723,0.986
2409,True,51.21000000000001,0.0,0.0,13.752,-4.459,-0.065,0.853
2410,True,6.710000000000001,2.0,0.0,26.599,-3.194,-0.337,1.276
2411,True,91.19999999999999,1.0,1.0,18.986,1.526,-1.943,1.229
2412,True,113.58000000000001,0.0,1.0,9.486,-1.727,-1.688,0.91
2413,True,64.71000000000001,0.0,1.0,11.116,-3.681,0.656,1.174
2414,True,50.26,2.0,0.0,27.034,-2.488,-0.715,0.78
2415,True,24.51,0.0,0.0,15.146,-2.59,-0.111,1.34
2416,True,40.42,0.0,1.0,11.358,-0.791,-0.367,1.371
2417,True,69.68,0.0,1.0,15.172,-4.421,1.857,1.024
2418,True,69.62,1.0,0.0,21.233,4.116,-0.643,1.03
2419,True,12.75,2.0,0.0,24.38,-3.968,-0.399,0.858
2420,True,3.21,0.0,1.0,16.749,-0.142,-0.517,1.294
2421,False,9.23,1.0,0.0,11.578,0.203,-0.382,0.983
2422,True,27.62,0.0,0.0,17.883,-4.948,-1.373,0.367
2423,False,56.08,0.0,0.0,14.6,-5.11,-0.025,0.604
2424,True,33.54,2.0,1.0,33.827,-0.987,0.72,1.202
2425,True,15.600000000000001,2.0,0.0,24.743,-4.528,-1.08,0.688
2426,True,106.73,2.0,1.0,25.381,-4.117,-1.771,0.705
2427,True,157.95999999999998,2.0,1.0,29.436,-6.5,1.739,0.644
2428,True,41.790000000000006,0.0,1.0,12.333,-1.462,1.887,0.626
2429,False,21.02,2.0,0.0,21.189,-2.164,-1.155,0.344
2430,False,38.31,0.0,0.0,14.784,-4.88,0.56,0.816
2431,True,100.67999999999999,1.0,0.0,25.552,-0.445,0.552,1.114
2432,False,22.15,0.0,1.0,12.041,-3.997,-1.167,1.017
2433,True,41.75,2.0,0.0,27.092,-6.692,0.932,0.051
2434,True,27.99,1.0,0.0,11.349,3.646,0.685,1.094
2435,False,57.07,1.0,0.0,22.88,1.2,0.256,0.34
2436,True,3.59,1.0,0.0,20.102,8.705,-0.39,0.381
2437,True,85.81,0.0,1.0,17.142,-5.223,-1.402,1.07
2438,True,11.959999999999999,0.0,1.0,22.111,-5.8,1.651,1.118
2439,True,38.11,0.0,1.0,19.969,-3.538,1.288,1.148
2440,True,126.74,2.0,1.0,22.449,-1.835,-1.297,1.408
2441,True,82.89,1.0,0.0,21.992,2.792,0.629,0.562
2442,True,102.97,2.0,0.0,25.831,-4.496,1.552,0.574
2443,False,14.42,0.0,1.0,18.511,-5.183,1.974,1.004
2444,True,69.76,2.0,0.0,18.673,-2.173,-0.53,0.985
2445,True,20.39,2.0,0.0,23.823,-3.975,0.92,0.865
2446,True,26.83,1.0,1.0,20.107,1.104,1.537,1.199
2447,True,92.94,0.0,0.0,8.466,-6.932,-0.539,0.738
2448,True,45.09,1.0,0.0,14.053,4.32,-0.083,0.844
2449,True,34.2,2.0,1.0,25.43,-4.062,1.989,1.299
2450,True,5.380000000000001,1.0,1.0,23.546,-1.064,1.036,1.127
2451,True,60.11,1.0,0.0,21.323,2.577,-0.871,0.99
2452,False,4.49,2.0,0.0,23.69,-1.104,-0.235,0.652
2453,True,88.75999999999999,2.0,0.0,30.254,-0.5,0.031,1.074
2454,True,11.11,0.0,0.0,13.527,-4.757,-0.025,1.118
2455,True,39.36,1.0,1.0,21.88,6.752,1.532,0.817
2456,False,17.94,0.0,1.0,9.889,-5.781,-0.847,1.222
2457,True,15.920000000000002,0.0,0.0,24.474,-0.018,-0.315,1.036
2458,True,125.69000000000001,0.0,1.0,18.165,-3.228,-1.462,1.359
2459,True,113.94,0.0,0.0,12.989,-1.278,-1.648,0.345
2460,True,39.79,0.0,1.0,25.984,-3.499,-1.191,1.214
2461,True,8.75,1.0,1.0,20.4,-0.052,-1.222,0.973
2462,True,159.92000000000002,2.0,1.0,18.493,-4.11,-1.34,1.324
2463,False,12.87,0.0,0.0,15.532,-4.718,0.653,0.583
2464,False,9.65,1.0,0.0,15.813,0.719,1.85,0.31
2465,True,63.93,0.0,0.0,16.348,-4.325,-0.464,1.162
2466,True,11.68,0.0,0.0,11.469,-3.427,0.884,0.621
2467,True,76.6,1.0,1.0,23.576,3.795,-1.108,1.0
2468,False,59.53,2.0,0.0,23.808,-5.72,-1.118,0.129
2469,True,29.660000000000004,2.0,1.0,23.433,-4.691,-1.811,0.918
2470,True,1.7799999999999998,0.0,0.0,10.152,-3.399,0.946,0.696
2471,True,31.669999999999998,1.0,1.0,19.99,3.187,1.274,0.99
2472,False,119.91,0.0,1.0,13.408,-5.867,-1.915,0.528
2473,True,15.5,0.0,0.0,7.145,-3.722,-0.246,0.745
2474,True,154.69,2.0,1.0,26.346,-2.988,1.97,0.792
2475,True,39.44,1.0,0.0,19.635,2.115,-0.996,0.363
2476,True,69.66,1.0,1.0,29.199,3.617,-1.619,0.991
2477,True,24.580000000000002,2.0,0.0,26.529,-7.795,-0.609,1.151
2478,True,83.14999999999999,0.0,1.0,19.281,-1.133,-1.35,1.393
2479,True,190.57999999999998,2.0,1.0,27.903,-3.603,1.112,0.956
2480,True,16.88,0.0,0.0,8.948,-4.479,-0.06,0.881
2481,True,41.82000000000001,1.0,0.0,17.038,-1.471,-0.434,1.239
2482,True,108.48,1.0,1.0,19.146,4.996,-1.515,1.372
2483,True,57.300000000000004,1.0,0.0,17.049,0.684,-1.137,0.288
2484,True,125.47,0.0,1.0,14.285,-4.888,-1.969,1.258
2485,True,63.35,2.0,0.0,24.649,-5.246,0.791,0.456
2486,True,13.309999999999999,1.0,1.0,18.267,4.055,1.795,1.282
2487,False,17.0,0.0,0.0,14.442,-3.784,-0.894,0.699
2488,True,127.92,2.0,0.0,22.085,-1.082,1.673,0.563
2489,True,39.71,0.0,0.0,11.742,-2.523,-0.521,1.096
2490,True,169.34,2.0,1.0,26.998,-3.379,1.698,0.833
2491,True,72.6,0.0,1.0,13.548,-4.68,-1.076,1.13
2492,False,56.54,2.0,0.0,24.856,-3.677,-0.318,0.89
2493,True,61.92999999999999,2.0,0.0,23.511,-4.445,-0.055,1.328
2494,True,115.33,0.0,1.0,23.472,-4.095,-1.726,1.173
2495,True,102.21000000000001,0.0,1.0,9.519,-5.538,-1.222,1.056
2496,True,110.07999999999998,1.0,1.0,18.273,-0.84,-1.058,1.178
2497,True,19.0,1.0,0.0,25.654,2.486,0.772,1.062
2498,True,109.16,1.0,1.0,17.813,3.449,-1.058,1.1
2499,True,127.53999999999999,0.0,1.0,18.578,-2.776,-0.405,1.354
2500,False,29.42,0.0,0.0,16.631,-2.785,-0.533,0.9
2501,True,107.05,1.0,1.0,15.922,1.884,-1.726,0.768
2502,True,99.62,2.0,1.0,24.951,-3.282,-1.071,1.026
2503,True,71.42999999999999,1.0,1.0,14.468,4.274,-1.553,1.194
2504,False,35.910000000000004,1.0,0.0,18.661,4.133,-0.886,0.921
2505,True,22.450000000000003,1.0,1.0,11.955,1.98,1.385,1.079
2506,True,26.269999999999996,2.0,0.0,24.146,-4.968,0.315,0.92
2507,True,55.17,0.0,0.0,11.597,-4.433,-0.724,0.607
2508,True,47.39,0.0,0.0,15.597,-6.223,0.959,0.681
2509,True,45.15,1.0,0.0,20.147,-0.725,0.038,1.246
2510,True,8.61,1.0,0.0,19.579,3.731,0.599,0.377
2511,True,120.41,2.0,1.0,33.729,-0.102,-1.715,1.138
2512,True,4.17,1.0,0.0,20.106,6.451,-1.196,0.702
2513,False,87.03,1.0,1.0,22.945,4.473,-1.568,1.373
2514,False,7.4,1.0,0.0,16.179,3.569,-0.559,0.936
2515,True,90.55,2.0,0.0,31.31,-1.435,0.773,1.082
2516,True,84.0,0.0,0.0,14.794,-2.824,0.785,0.673
2517,True,79.32000000000001,2.0,0.0,28.294,-6.601,-0.055,1.08
2518,True,42.56,1.0,0.0,21.432,3.103,0.274,0.739
2519,True,66.85,1.0,0.0,16.318,-1.067,-1.505,0.51
2520,True,109.1,0.0,0.0,16.306,-2.508,-1.609,0.434
2521,True,93.14999999999999,1.0,1.0,21.038,-0.053,-1.364,1.234
2522,False,66.05000000000001,2.0,1.0,29.798,-0.735,-1.548,1.282
2523,False,22.770000000000003,0.0,0.0,18.513,-2.267,0.392,1.0
2524,True,21.68,2.0,0.0,22.496,-3.891,-1.714,0.38
2525,True,159.44,2.0,1.0,29.731,-4.53,-1.421,1.055
2526,False,26.110000000000003,2.0,0.0,23.214,-1.063,-0.016,0.952
2527,True,41.6,0.0,0.0,20.368,-0.71,-0.417,0.9
2528,True,1.46,1.0,0.0,22.856,2.972,0.738,0.496
2529,True,78.38,2.0,0.0,19.424,-1.1,1.383,0.574
2530,True,62.5,1.0,0.0,17.357,3.655,0.312,0.876
2531,True,9.1,1.0,0.0,13.611,2.33,1.726,0.262
2532,True,59.720000000000006,2.0,0.0,23.559,-2.945,-0.433,0.408
2533,True,137.25,0.0,1.0,16.668,-4.008,-1.419,0.969
2534,False,14.55,2.0,0.0,24.088,-4.309,-0.773,0.246
2535,False,43.32,0.0,0.0,18.037,-1.57,0.782,0.923
2536,True,53.0,1.0,0.0,17.375,1.914,-1.457,0.487
2537,True,17.07,1.0,0.0,22.52,0.604,1.419,0.572
2538,False,17.130000000000003,1.0,0.0,18.841,1.898,-0.097,0.918
2539,True,95.78,1.0,1.0,22.985,1.235,1.235,1.232
2540,True,57.160000000000004,1.0,1.0,17.406,1.649,-1.316,1.414
2541,True,5.72,2.0,0.0,27.104,-4.501,0.729,0.438
2542,True,29.689999999999998,0.0,1.0,13.055,-4.638,1.18,1.41
2543,False,116.79,2.0,1.0,20.599,-2.775,-1.237,1.08
2544,True,16.259999999999998,0.0,0.0,8.228,-4.043,-0.631,0.962
2545,True,87.56,2.0,1.0,18.044,-2.914,0.831,1.412
2546,False,91.73,0.0,1.0,8.219,-3.074,-1.553,1.411
2547,True,36.86,1.0,0.0,19.883,1.699,0.991,0.525
2548,True,19.47,1.0,0.0,20.663,0.483,0.763,1.007
2549,False,7.38,1.0,0.0,17.051,5.672,-0.026,0.758
2550,True,74.12,2.0,0.0,24.711,-6.456,1.082,0.692
2551,False,29.49,0.0,1.0,16.731,-4.105,0.489,1.254
2552,False,72.64999999999999,0.0,1.0,14.422,-1.314,-1.366,1.402
2553,False,16.77,1.0,1.0,24.07,3.616,-0.973,1.091
2554,True,62.95,0.0,1.0,15.846,-2.988,0.267,1.336
2555,True,31.04,2.0,0.0,18.419,-3.057,0.191,0.968
2556,False,9.85,2.0,0.0,26.625,-4.45,1.064,0.794
2557,True,43.92,1.0,0.0,21.027,1.528,1.283,0.82
2558,True,90.1,0.0,0.0,19.078,-2.337,-0.192,0.944
2559,True,73.84,2.0,1.0,20.361,-4.157,-1.778,0.877
2560,True,197.83999999999997,0.0,1.0,13.462,-0.89,-1.815,0.529
2561,False,72.67999999999999,2.0,0.0,26.775,-6.328,-1.097,0.903
2562,True,156.94,0.0,1.0,11.548,-1.926,-1.119,1.294
2563,True,34.03,2.0,1.0,22.805,-4.987,1.355,1.327
2564,True,42.61,1.0,1.0,14.953,1.904,1.004,1.311
2565,True,138.27,0.0,0.0,17.834,-5.213,-1.571,0.489
2566,True,49.19,0.0,0.0,16.378,-3.572,-0.193,1.093
2567,True,0.8,1.0,0.0,16.373,-0.274,0.494,0.942
2568,True,45.21,0.0,1.0,16.804,2.209,-1.994,0.262
2569,True,18.29,1.0,1.0,22.373,3.471,1.576,1.273
2570,True,19.79,2.0,1.0,25.125,-5.384,-1.499,1.201
2571,False,102.49000000000001,1.0,1.0,21.081,1.148,-1.862,1.277
2572,False,53.98,1.0,1.0,16.115,0.663,1.865,0.672
2573,True,19.47,2.0,0.0,25.895,-0.565,-1.717,0.344
2574,False,45.32,0.0,1.0,10.101,-0.269,-1.815,1.391
2575,True,1.07,2.0,0.0,26.386,-6.047,0.247,1.075
2576,True,73.59,0.0,0.0,12.236,-5.526,0.488,0.813
2577,True,122.85,2.0,1.0,24.925,-1.641,-1.47,1.392
2578,True,124.73,1.0,1.0,23.699,1.897,-1.0,1.324
2579,True,45.27,1.0,0.0,25.622,-0.95,-0.885,0.997
2580,True,76.69,2.0,0.0,32.777,-7.491,-0.801,0.76
2581,False,25.18,1.0,1.0,18.357,1.988,1.221,1.327
2582,True,11.129999999999999,2.0,1.0,23.939,-2.45,-0.582,1.259
2583,False,68.31,1.0,1.0,14.719,2.329,1.929,1.193
2584,True,31.63,1.0,0.0,20.196,1.191,-0.084,0.283
2585,False,65.28,2.0,1.0,24.977,-9.327,1.125,0.955
2586,True,13.33,2.0,1.0,29.448,-6.077,0.951,1.376
2587,True,106.25,1.0,1.0,23.546,1.547,1.709,1.267
2588,True,19.93,2.0,0.0,21.883,-4.47,-0.077,1.143
2589,True,38.8,2.0,0.0,24.563,-2.546,-0.526,0.754
2590,True,0.5700000000000001,1.0,1.0,22.545,4.596,-1.43,0.918
2591,True,42.699999999999996,0.0,1.0,12.423,-4.264,0.717,1.174
2592,True,40.22,2.0,0.0,27.172,-7.443,0.372,0.303
2593,False,15.96,1.0,1.0,20.186,-1.604,-1.562,1.189
2594,True,42.0,2.0,1.0,19.74,-2.152,1.833,1.41
2595,True,13.100000000000001,1.0,0.0,21.459,0.285,-0.062,1.013
2596,True,37.629999999999995,0.0,0.0,10.392,-2.001,-1.16,0.402
2597,True,30.270000000000003,2.0,0.0,28.363,0.361,-0.028,0.979
2598,True,13.89,0.0,1.0,10.601,0.373,1.515,1.304
2599,True,88.25,2.0,1.0,24.62,-1.652,0.997,1.402
2600,True,93.2,0.0,0.0,12.645,-5.082,0.516,1.035
2601,True,45.03,1.0,1.0,23.643,4.623,-0.931,1.125
2602,True,35.63,0.0,0.0,16.367,-0.69,0.29,0.462
2603,True,89.81,0.0,1.0,18.05,-2.935,-1.226,1.316
2604,True,52.61,2.0,1.0,22.494,-3.239,-1.043,1.056
2605,True,86.34,1.0,1.0,19.832,4.487,-1.901,1.125
2606,True,20.19,2.0,0.0,17.032,-0.237,1.275,0.382
2607,False,55.27,1.0,0.0,22.268,5.754,0.584,0.533
2608,True,108.85999999999999,1.0,0.0,20.891,0.801,-0.257,1.224
2609,True,15.4,1.0,1.0,17.316,3.988,-1.316,1.295
2610,False,26.240000000000002,2.0,0.0,27.052,-7.478,-0.169,0.332
2611,True,91.09,0.0,1.0,16.902,-4.262,0.665,1.394
2612,True,60.03999999999999,1.0,0.0,23.095,-1.034,0.131,1.242
2613,True,23.4,1.0,0.0,17.296,-2.367,-0.331,0.591
2614,False,26.230000000000004,0.0,0.0,27.4,-7.398,-0.187,1.192
2615,True,75.78999999999999,2.0,0.0,24.959,-1.254,0.44,0.995
2616,True,29.92,1.0,1.0,13.859,7.928,0.873,1.34
2617,True,126.88000000000001,2.0,1.0,22.757,-6.033,1.907,0.908
2618,False,71.69,0.0,1.0,18.833,-4.939,0.321,1.349
2619,True,14.84,0.0,0.0,18.288,-8.111,1.672,0.349
2620,True,19.46,2.0,0.0,22.041,-4.222,1.645,0.571
2621,True,54.56,0.0,0.0,14.853,-6.135,0.309,1.255
2622,False,75.47,0.0,0.0,13.242,-8.953,-0.157,1.132
2623,False,38.94,1.0,0.0,16.423,0.088,-0.3,0.688
2624,True,9.78,0.0,1.0,22.319,-1.21,0.923,1.167
2625,False,57.61,0.0,0.0,12.876,-4.692,-1.955,0.144
2626,False,14.530000000000001,2.0,1.0,25.108,-5.252,-0.931,1.159
2627,True,41.51,2.0,1.0,20.42,-4.115,0.663,1.159
2628,True,12.509999999999998,2.0,0.0,18.154,-6.48,0.178,1.107
2629,True,121.66,2.0,0.0,28.787,-5.053,1.005,0.292
2630,False,15.29,2.0,1.0,23.914,-1.927,1.219,1.363
2631,True,77.5,0.0,0.0,20.055,-1.958,-0.323,0.851
2632,True,94.85,2.0,0.0,31.453,-4.049,-0.872,0.874
2633,True,23.889999999999997,2.0,1.0,20.271,-3.913,1.888,0.926
2634,True,99.26,1.0,0.0,23.62,0.425,-0.151,0.553
2635,True,51.95,1.0,1.0,18.356,0.328,1.816,1.006
2636,True,21.19,0.0,0.0,12.357,-2.47,1.847,0.31
2637,True,25.459999999999997,1.0,1.0,11.271,-3.502,0.914,1.061
2638,True,56.16,0.0,1.0,16.448,-3.773,-1.342,1.378
2639,True,47.71,1.0,1.0,15.506,4.403,1.904,1.21
2640,True,76.35,1.0,1.0,23.437,0.74,1.373,0.834
2641,False,24.990000000000002,0.0,1.0,17.903,-5.743,1.408,1.246
2642,True,167.39999999999998,0.0,1.0,18.092,-2.805,-0.934,1.148
2643,True,59.95,2.0,0.0,30.565,-2.683,1.028,0.558
2644,True,33.19,1.0,0.0,13.094,1.254,-1.569,0.634
2645,True,27.11,1.0,0.0,26.129,3.285,-0.672,0.802
2646,True,40.66,0.0,0.0,14.3,-6.573,-0.318,0.771
2647,True,82.05,1.0,1.0,22.655,1.951,1.198,0.91
2648,True,55.730000000000004,0.0,1.0,19.586,-8.695,0.47,1.275
2649,True,74.27,0.0,0.0,15.801,-6.719,-1.009,0.174
2650,False,30.58,2.0,1.0,25.994,-4.907,1.024,1.051
2651,True,89.83000000000001,1.0,0.0,20.215,0.22,-1.153,0.859
2652,True,119.32000000000001,2.0,1.0,24.714,-7.718,1.123,1.243
2653,True,15.3,0.0,0.0,15.117,-4.207,-0.207,0.93
2654,False,48.269999999999996,2.0,1.0,25.72,-0.888,-1.316,0.861
2655,True,32.85,2.0,0.0,20.16,-6.558,0.528,1.187
2656,True,46.97,2.0,1.0,26.64,-6.483,1.823,1.22
2657,True,62.86,2.0,0.0,24.254,-2.043,1.107,0.852
2658,False,8.91,1.0,0.0,24.493,6.046,0.932,0.617
2659,True,110.15,2.0,1.0,29.042,-2.598,0.991,1.265
2660,True,1.1,2.0,0.0,25.249,-2.608,0.385,1.159
2661,True,27.41,2.0,0.0,18.28,-2.774,1.804,0.36
2662,True,100.67,2.0,0.0,24.849,-4.001,-1.042,0.605
2663,True,30.75,1.0,1.0,24.04,3.825,0.884,1.32
2664,True,6.870000000000001,0.0,1.0,15.711,-0.169,1.626,1.2
2665,True,55.82,1.0,0.0,19.6,2.151,1.487,0.601
2666,True,10.940000000000001,2.0,0.0,20.951,-4.648,-0.361,0.378
2667,True,52.1,0.0,1.0,14.447,-1.615,1.178,1.174
2668,True,43.66,0.0,1.0,13.713,-3.841,0.632,1.329
2669,True,36.949999999999996,0.0,1.0,16.984,-3.049,1.234,1.377
2670,True,59.64,0.0,0.0,11.474,-4.892,-0.449,0.473
2671,True,30.48,0.0,0.0,12.096,-4.606,0.024,0.988
2672,True,44.050000000000004,0.0,0.0,10.491,-3.064,-0.324,1.072
2673,False,21.200000000000003,2.0,1.0,30.682,-4.817,-0.915,1.119
2674,True,47.14,2.0,1.0,23.262,-6.578,-1.95,1.195
2675,False,11.5,0.0,0.0,8.683,-2.185,1.701,0.344
2676,False,46.09,2.0,1.0,27.28,-5.193,-1.797,0.665
2677,True,20.87,2.0,0.0,24.11,-4.503,-0.176,1.283
2678,True,28.599999999999998,2.0,0.0,26.451,-6.669,-0.608,0.677
2679,True,30.25,0.0,1.0,6.114,-2.056,0.511,1.244
2680,True,13.51,0.0,0.0,14.419,-3.851,-0.03,1.257
2681,False,71.2,0.0,0.0,10.71,-5.619,-1.546,0.577
2682,True,138.8,0.0,1.0,13.499,-7.313,-1.259,1.298
2683,True,83.91999999999999,0.0,0.0,17.269,-1.985,-1.152,0.703
2684,False,26.18,2.0,0.0,23.409,-2.514,0.05,0.824
2685,True,8.95,2.0,0.0,25.321,-5.73,0.658,0.649
2686,True,91.53999999999999,1.0,1.0,12.378,1.004,1.757,1.152
2687,True,24.049999999999997,1.0,0.0,16.635,-1.222,0.412,0.462
2688,True,8.7,0.0,0.0,16.435,-4.077,0.459,0.702
2689,True,41.580000000000005,2.0,1.0,25.956,1.541,-0.922,1.135
2690,True,125.49,0.0,0.0,17.992,-5.995,0.076,0.878
2691,True,26.16,0.0,1.0,8.95,-2.955,-0.459,1.412
2692,True,109.61,0.0,1.0,11.082,-2.223,0.727,1.33
2693,True,140.53,2.0,1.0,24.937,-3.781,0.942,1.081
2694,True,56.34,2.0,0.0,29.681,-4.093,-1.341,0.634
2695,True,59.73,0.0,1.0,13.944,-5.326,1.934,0.558
2696,True,56.01,0.0,1.0,17.788,-3.527,1.477,1.324
2697,True,84.09,2.0,0.0,23.258,-2.166,0.035,0.853
2698,True,60.9,1.0,0.0,23.933,3.279,-0.498,1.217
2699,True,29.35,0.0,1.0,14.038,-4.087,-1.938,0.673
2700,True,6.029999999999999,1.0,1.0,17.149,4.554,0.971,1.401
2701,True,11.690000000000001,2.0,0.0,21.357,-0.546,-0.148,0.906
2702,True,117.35,1.0,1.0,22.846,3.244,-0.613,1.278
2703,True,77.87,2.0,0.0,16.308,-5.318,-0.2,0.713
2704,False,22.79,1.0,1.0,25.279,2.398,0.494,1.396
2705,True,58.040000000000006,2.0,0.0,14.022,-2.513,0.535,0.814
2706,True,145.89000000000001,2.0,0.0,29.925,-2.125,0.008,1.334
2707,True,55.76,1.0,1.0,24.537,-0.846,-0.968,1.186
2708,True,27.480000000000004,1.0,1.0,20.169,9.712,-1.303,0.976
2709,True,37.71,1.0,1.0,18.68,5.648,-1.18,1.241
2710,True,12.24,0.0,0.0,11.532,-3.259,1.174,0.445
2711,False,46.14,0.0,1.0,11.459,-3.464,-0.488,1.396
2712,True,42.66,1.0,1.0,20.867,-1.181,0.808,1.364
2713,True,65.61,0.0,1.0,10.315,-5.597,1.114,1.033
2714,True,8.49,2.0,0.0,21.858,-5.14,-0.942,0.556
2715,True,35.19,0.0,0.0,24.241,-3.564,-0.369,1.035
2716,True,80.06,2.0,1.0,28.13,-6.51,1.166,1.07
2717,True,59.45,1.0,1.0,17.64,2.989,0.826,1.407
2718,True,105.57000000000001,1.0,1.0,20.466,0.394,1.67,0.806
2719,True,51.349999999999994,0.0,1.0,15.606,-0.482,-1.885,0.741
2720,True,21.25,1.0,0.0,20.507,-0.369,0.95,0.827
2721,True,27.17,1.0,0.0,17.924,2.757,-0.436,1.202
2722,False,32.64,0.0,0.0,11.088,-5.928,-0.574,0.391
2723,True,61.239999999999995,0.0,1.0,11.436,-5.044,1.687,0.955
2724,True,88.22,1.0,1.0,18.836,2.236,-1.621,1.053
2725,True,4.3,0.0,1.0,17.411,-2.676,1.607,1.141
2726,True,12.9,2.0,0.0,26.553,-1.688,-0.093,1.14
2727,False,13.0,0.0,1.0,12.313,-5.139,-1.697,0.992
2728,True,62.45,2.0,1.0,24.715,-5.756,1.467,1.354
2729,True,19.48,0.0,0.0,15.58,-1.656,-0.408,1.201
2730,True,28.81,0.0,0.0,18.067,-3.464,-0.217,1.289
2731,True,4.83,1.0,0.0,24.636,2.323,-0.164,0.964
2732,True,79.93,0.0,1.0,9.78,-2.668,-0.734,1.275
2733,True,105.03999999999999,2.0,1.0,22.487,-3.671,1.763,1.153
2734,False,34.95,0.0,1.0,7.681,-5.485,-1.626,0.896
2735,True,29.310000000000002,2.0,0.0,27.87,-3.633,-0.124,1.171
2736,True,74.7,1.0,1.0,24.596,-2.962,-1.034,1.317
2737,True,76.63,0.0,0.0,19.655,-4.351,0.86,0.626
2738,True,41.67,0.0,1.0,13.995,-5.117,0.832,1.41
2739,True,62.779999999999994,1.0,1.0,13.19,3.69,-1.418,0.876
2740,True,43.49,0.0,1.0,16.51,-7.996,0.86,1.188
2741,True,132.28,2.0,0.0,25.104,-6.317,0.342,0.479
2742,False,24.689999999999998,0.0,0.0,16.711,-4.805,-0.409,1.125
2743,True,36.68,2.0,0.0,25.201,-1.993,1.408,0.44
